epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
34,2134,,,0.46070578694343567,8226881.5,0.8395848274230957,0.12603896856307983,0.2924666404724121
34,2134,0.20142391324043274,,,,,,
35,2149,,0.18702808022499084,,,,,
35,2195,,,0.4769783616065979,8240434.5,0.8583692312240601,0.1298077404499054,0.2996930480003357
35,2195,0.2000458687543869,,,,,,
36,2199,,0.15757884085178375,,,,,
36,2249,,0.19941750168800354,,,,,
36,2256,,,0.4545277953147888,8203922.0,0.829883337020874,0.12562033534049988,0.2887742221355438
36,2256,0.20016875863075256,,,,,,
37,2299,,0.2405962347984314,,,,,
37,2317,,,0.4331376850605011,8221035.0,0.8104898929595947,0.12321635335683823,0.2787582278251648
37,2317,0.19452516734600067,,,,,,
